ABCG2,ACE,ADRB2,CACNA1S,CFTR,CYP2B6,CYP2C19,CYP2C9,CYP2D6,CYP3A4,CYP3A5,CYP4F2,DPYD,EGFR,G6PD,HLA-A,HLA-B,IFNL3,MT-RNR1,MTHFR,NAT2,NUDT15,RYR1,SLC19A1,SLCO1B1,TPMT,UGT1A1,VKORC1,drug,action,gene,phenotype,CYP2A6,CYP1A2
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,bilirubin,ADAPTER_DOSE,UGT1A1,,1.0,1.0
1.0,,,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,methadone,ADAPTER_DOSE,CYP2C9,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,methadone,ADAPTER_DOSE,CYP3A5,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,methadone,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,losartan,ADAPTER_DOSE,CYP2C9,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,clobazam,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,bupropion,SURVEILLER,CYP2B6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,0.5,1.0,1.0,cisplatin,EVITER,TPMT,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,0.5,1.0,1.0,fluorouracil,EVITER,TPMT,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,gefitinib,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,midazolam,ADAPTER_DOSE,CYP3A4,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,measles vaccines,EVITER,HLA-B,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,fluorouracil,ADAPTER_DOSE,DPYD,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,amitriptyline,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,granisetron,ADAPTER_DOSE,CYP3A5,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,codeine,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,clomipramine,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,hmg-coa reductase inhibitors,EVITER,UGT1A1,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,voriconazole,ADAPTER_DOSE,CYP3A4,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,vitamin k1,ADAPTER_DOSE,CYP4F2,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tropisetron,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tropisetron,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,varenicline,EVITER,CYP2A6,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,phenazepam,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,celecoxib,ADAPTER_DOSE,CYP2C9,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,o-desmethyltramadol,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,primaquine,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,clopidogrel,ADAPTER_DOSE,CYP3A5,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tamoxifen,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,doxepin,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,mephedrone,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,clopidogrel,SURVEILLER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,phenytoin,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,ticagrelor,ADAPTER_DOSE,CYP3A4,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,ondansetron,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,"""interferon alfa-2a",EVITER,HLA-B,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,"recombinant""",EVITER,HLA-B,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,"""ribavirin""",EVITER,HLA-B,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,ondansetron,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tropisetron,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,cyclosporine,ADAPTER_DOSE,CYP3A5,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,capecitabine,ADAPTER_DOSE,DPYD,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,fluorouracil,ADAPTER_DOSE,DPYD,,1.0,1.0
0.5,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,imatinib,ADAPTER_DOSE,ABCG2,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,vincristine,ADAPTER_DOSE,CYP3A5,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,metoprolol,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,amoxicillin,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,0.5,1.0,1.0,1.0,estrone sulfate,ADAPTER_DOSE,SLCO1B1,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,paroxetine,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,atazanavir / ritonavir,EVITER,UGT1A1,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,0.5,1.0,1.0,1.0,estrone,EVITER,SLCO1B1,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,bupropion,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,irinotecan,EVITER,UGT1A1,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,oxaliplatin,EVITER,UGT1A1,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,tegafur / gimeracil / oteracil,EVITER,UGT1A1,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,simvastatin,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,irinotecan,EVITER,CYP2A6,,0.5,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,oxaliplatin,EVITER,CYP2A6,,0.5,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tegafur / gimeracil / oteracil,EVITER,CYP2A6,,0.5,1.0
1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,donepezil,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,nicotine,EVITER,CYP2A6,,0.5,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,0.5,1.0,1.0,purine analogues,ADAPTER_DOSE,TPMT,,1.0,1.0
1.0,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,levonorgestrel,ADAPTER_DOSE,CYP2B6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,debrisoquine,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,progesterone,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,donepezil,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,cyclophosphamide,EVITER,CYP2B6,,1.0,1.0
1.0,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,fludarabine,EVITER,CYP2B6,,1.0,1.0
1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,clopidogrel,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,cilostazol,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,sorafenib,ADAPTER_DOSE,UGT1A1,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,clobazam,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,lopinavir,ADAPTER_DOSE,CYP3A4,,1.0,1.0
1.0,,,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,phenytoin,SURVEILLER,CYP2C9,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tamoxifen,SURVEILLER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,oxycodone,ADAPTER_DOSE,CYP3A5,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,primaquine,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,cilostazol,ADAPTER_DOSE,CYP3A5,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,cotinine,ADAPTER_DOSE,CYP2A6,,0.5,1.0
1.0,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,ketamine,ADAPTER_DOSE,CYP2B6,,1.0,1.0
1.0,,,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,flurbiprofen,ADAPTER_DOSE,CYP2C9,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,vardenafil,SURVEILLER,CYP3A5,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tolterodine,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,citalopram,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,mianserin,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,mirtazapine,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,nortriptyline,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,paroxetine,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,venlafaxine,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,venlafaxine,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,venlafaxine,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,escitalopram,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,phenytoin,EVITER,CYP2C9,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,0.5,1.0,1.0,1.0,lovastatin acid,ADAPTER_DOSE,SLCO1B1,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,ambrisentan,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,rabeprazole,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,dipyrone,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tegafur,ADAPTER_DOSE,CYP2A6,,0.5,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,nilotinib,ADAPTER_DOSE,UGT1A1,,1.0,1.0
1.0,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,cotinine,ADAPTER_DOSE,CYP2B6,,1.0,1.0
1.0,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,nicotine,ADAPTER_DOSE,CYP2B6,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,citalopram,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,trimipramine,ADAPTER_DOSE,CYP2C9,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,fluvoxamine,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4-hydroxytamoxifen,ADAPTER_DOSE,CYP3A4,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tamoxifen,ADAPTER_DOSE,CYP3A4,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,hydroxyamitriptyline,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,atazanavir,ADAPTER_DOSE,CYP3A5,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,thalidomide,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,imatinib,ADAPTER_DOSE,CYP3A5,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,0.5,1.0,1.0,1.0,paclitaxel,ADAPTER_DOSE,SLCO1B1,,1.0,1.0
1.0,,,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,zafirlukast,ADAPTER_DOSE,CYP2C9,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,dexlansoprazole,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,nelfinavir,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,warfarin,ADAPTER_DOSE,CYP2C19,,1.0,1.0
0.5,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,imatinib,EVITER,ABCG2,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,bepridil,ADAPTER_DOSE,CYP2D6,,1.0,1.0
