ABCG2,ACE,ADRB2,CACNA1S,CFTR,CYP2B6,CYP2C19,CYP2C9,CYP2D6,CYP3A4,CYP3A5,CYP4F2,DPYD,EGFR,G6PD,HLA-A,HLA-B,IFNL3,MT-RNR1,MTHFR,NAT2,NUDT15,RYR1,SLC19A1,SLCO1B1,TPMT,UGT1A1,VKORC1,drug,action,gene,phenotype,CYP2A6,CYP1A2
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,sulfamethazine,EVITER,G6PD,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,sulfamethoxazole,EVITER,G6PD,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,sulfamethoxazole / trimethoprim,EVITER,G6PD,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,sulfanilamide,EVITER,G6PD,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,sulfasalazine,EVITER,G6PD,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,sulfisoxazole,EVITER,G6PD,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tolbutamide,EVITER,G6PD,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,vitamin c,EVITER,G6PD,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,vitamin k and analogues,EVITER,G6PD,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,olanzapine,SURVEILLER,CYP1A2,,1.0,0.5
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,phenprocoumon,ADAPTER_DOSE,CYP2C9,,1.0,1.0
1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,siponimod,EVITER,CYP2C9,,1.0,1.0
1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,trimipramine,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,trimipramine,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,paclitaxel,STANDARD,CYP3A4,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,ticagrelor,SURVEILLER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,sertraline,STANDARD,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,flucytosine,EVITER,DPYD,,1.0,1.0
1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,mavacamten,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,atazanavir,EVITER,UGT1A1,,1.0,1.0
1.0,,,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,glyburide,ADAPTER_DOSE,CYP2C9,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,trametinib,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tamsulosin hydrochloride,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tamsulosin hydrochloride,ADAPTER_DOSE,CYP3A4,,1.0,1.0
1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,lacosamide,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,lacosamide,ADAPTER_DOSE,CYP2C9,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,lacosamide,ADAPTER_DOSE,CYP1A2,,1.0,0.0
1.0,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,lacosamide,ADAPTER_DOSE,CYP3A4,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,olanzapine,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,ondansetron hydrochloride,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,ondansetron hydrochloride,ADAPTER_DOSE,CYP1A2,,1.0,0.5
1.0,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,ondansetron hydrochloride,ADAPTER_DOSE,CYP3A4,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,bupropion hydrochloride,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,lorlatinib,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,allopurinol,EVITER,HLA-B,,1.0,1.0
1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tocilizumab,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tocilizumab,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tocilizumab,EVITER,CYP2C9,,1.0,1.0
1.0,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tocilizumab,EVITER,CYP2B6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tocilizumab,EVITER,CYP1A2,,1.0,0.0
1.0,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tocilizumab,EVITER,CYP3A4,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,pramipexole dihydrochloride,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,leflunomide,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,ziprasidone,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,clopidogrel bisulfate,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,clopidogrel bisulfate,EVITER,CYP2C9,,1.0,1.0
1.0,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,clopidogrel bisulfate,EVITER,CYP2B6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,clopidogrel bisulfate,EVITER,CYP1A2,,1.0,0.0
1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,mirabegron,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,mirabegron,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,mirabegron,ADAPTER_DOSE,CYP2C9,,1.0,1.0
1.0,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,mirabegron,ADAPTER_DOSE,CYP2B6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,mirabegron,ADAPTER_DOSE,CYP1A2,,1.0,0.0
1.0,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,mirabegron,ADAPTER_DOSE,CYP3A4,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,azacitidine for,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,esomeprazole magnesium,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,esomeprazole magnesium,EVITER,CYP3A4,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,sitagliptin and metformin hydrochloride,ADAPTER_DOSE,CYP2C9,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,"dextroamphetamine saccharate, amphetamine aspartate, dextroamphetamine sulfate and amphetamine sulfate",EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,serdexmethylphenidate and dexmethylphenidate,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,serdexmethylphenidate and dexmethylphenidate,EVITER,CYP1A2,,1.0,0.5
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,fenofibrate,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,mirvetuximab soravtansine,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,mirvetuximab soravtansine,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,mirvetuximab soravtansine,ADAPTER_DOSE,CYP2C9,,1.0,1.0
1.0,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,mirvetuximab soravtansine,ADAPTER_DOSE,CYP2B6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,mirvetuximab soravtansine,ADAPTER_DOSE,CYP1A2,,1.0,0.5
1.0,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,mirvetuximab soravtansine,ADAPTER_DOSE,CYP3A4,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tadalafil,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tadalafil,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tadalafil,EVITER,CYP2C9,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tadalafil,EVITER,CYP1A2,,1.0,0.5
1.0,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,tadalafil,EVITER,CYP3A4,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,metoprolol tartrate,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,celecoxib,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,sildenafil citrate,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,doxepin hydrochloride,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,doxepin hydrochloride,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,doxepin hydrochloride,ADAPTER_DOSE,CYP2C9,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,doxepin hydrochloride,ADAPTER_DOSE,CYP1A2,,1.0,0.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,ramelteon,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,pregabalin,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,carvedilol,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,carvedilol,EVITER,CYP2C9,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,carvedilol,EVITER,CYP3A4,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,metaxalone,ADAPTER_DOSE,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,metaxalone,ADAPTER_DOSE,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,metaxalone,ADAPTER_DOSE,CYP2C9,,1.0,1.0
1.0,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,metaxalone,ADAPTER_DOSE,CYP2B6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,metaxalone,ADAPTER_DOSE,CYP2A6,,0.5,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,metaxalone,ADAPTER_DOSE,CYP1A2,,1.0,0.5
1.0,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,metaxalone,ADAPTER_DOSE,CYP3A4,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,quetiapine,ADAPTER_DOSE,CYP3A4,,1.0,1.0
1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,modafinil,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,modafinil,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,modafinil,EVITER,CYP2C9,,1.0,1.0
1.0,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,modafinil,EVITER,CYP2B6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,modafinil,EVITER,CYP1A2,,1.0,0.0
1.0,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,modafinil,EVITER,CYP3A4,,1.0,1.0
1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,pantoprazole sodium,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,pantoprazole sodium,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,pantoprazole sodium,EVITER,CYP2C9,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,pantoprazole sodium,EVITER,CYP1A2,,1.0,0.0
1.0,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,pantoprazole sodium,EVITER,CYP3A4,,1.0,1.0
1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,rivastigmine tartrate,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,rivastigmine tartrate,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,rivastigmine tartrate,EVITER,CYP2C9,,1.0,1.0
1.0,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,rivastigmine tartrate,EVITER,CYP2B6,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,rivastigmine tartrate,EVITER,CYP1A2,,1.0,0.5
1.0,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,rivastigmine tartrate,EVITER,CYP3A4,,1.0,1.0
1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,duloxetine hydrochloride,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,duloxetine hydrochloride,EVITER,CYP2D6,,1.0,1.0
1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,duloxetine hydrochloride,EVITER,CYP2C9,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,duloxetine hydrochloride,EVITER,CYP1A2,,1.0,0.0
1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,leflunomide,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,lansoprazole,EVITER,CYP2C19,,1.0,1.0
1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,lansoprazole,EVITER,CYP2D6,,1.0,1.0
